Location,Indicator,Period,First Tooltip
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,35.2 [25.7-44.7]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,35.2 [25.7-44.4]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,35.2 [25.7-44.5]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,35.3 [25.6-44.8]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,35.2 [25.7-44.8]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,35.1 [25.6-44.4]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,35.0 [25.6-44.5]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,34.8 [25.5-44.4]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,34.7 [25.3-44.5]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,34.6 [24.9-44.9]
Bangladesh,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,34.7 [24.7-45.6]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,16.9 [7.0-35.4]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,16.7 [7.2-34.7]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,16.6 [7.4-33.9]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,16.6 [7.6-33.1]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,16.6 [7.7-33.1]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,16.7 [7.8-33.0]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,16.7 [7.8-32.9]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,16.9 [7.8-32.9]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,17.1 [7.9-33.2]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,17.2 [7.9-33.7]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,17.5 [8.0-34.3]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,17.8 [8.1-34.6]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,18.2 [8.2-35.4]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,18.6 [8.5-36.0]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,19.0 [8.6-36.3]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,19.4 [8.8-37.0]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,19.9 [8.9-38.3]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,20.1 [8.9-38.5]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,20.3 [9.0-39.2]
Barbados,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,20.5 [9.0-39.5]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,20.4 [8.0-40.9]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,20.2 [8.3-39.6]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,19.9 [8.5-38.4]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,19.6 [8.5-37.5]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,19.4 [8.6-37.1]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,19.1 [8.6-36.6]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,19.0 [8.6-36.3]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,18.9 [8.6-36.5]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,18.8 [8.6-36.4]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,18.9 [8.6-36.6]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,19.2 [8.8-37.3]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,19.7 [8.9-37.8]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,20.1 [9.3-38.8]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,20.5 [9.5-39.6]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,20.9 [9.6-39.9]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,21.2 [9.8-40.6]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,21.5 [9.8-41.2]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,21.6 [9.9-41.4]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,21.7 [9.6-41.7]
Belarus,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,21.8 [9.4-42.2]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,13.5 [6.6-28.6]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,13.1 [6.7-26.9]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,12.7 [6.7-25.5]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,12.3 [6.6-23.9]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,11.8 [6.6-22.9]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,11.5 [6.5-22.1]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,11.3 [6.4-21.6]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,11.2 [6.4-21.3]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,11.0 [6.4-20.8]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,10.8 [6.3-20.5]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,10.8 [6.3-20.3]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,10.7 [6.4-20.1]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,10.7 [6.3-20.0]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,10.7 [6.3-19.7]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,10.6 [6.2-19.6]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,10.6 [6.2-19.8]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,10.7 [6.2-19.8]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,10.7 [6.2-20.2]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,10.9 [6.2-20.4]
Belgium,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,11.0 [6.2-20.9]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,20.5 [10.7-34.6]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,20.4 [11.3-33.0]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,20.4 [11.9-32.0]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,20.5 [12.4-30.7]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,20.6 [13.1-29.9]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,20.8 [13.6-29.4]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,20.9 [14.1-28.8]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,21.1 [14.3-28.6]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,21.4 [14.7-28.7]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,21.9 [15.1-29.6]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,22.5 [15.3-30.6]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,23.1 [15.7-31.5]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,23.5 [15.9-32.5]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,24.0 [16.0-33.5]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,24.4 [16.0-34.6]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,24.9 [16.1-35.3]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,25.4 [16.1-36.5]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,26.0 [16.3-37.4]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,26.5 [16.4-38.6]
Belize,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,27.1 [16.5-39.8]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,54.8 [42.7-65.3]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,54.7 [43.7-64.5]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,54.6 [44.7-63.7]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,54.6 [45.2-63.4]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,54.6 [45.7-62.9]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,54.6 [46.1-63.1]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,54.8 [46.1-63.4]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,55.1 [46.4-63.6]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,55.6 [47.1-64.3]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,56.3 [47.6-64.8]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,57.1 [48.8-65.4]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,58.0 [49.9-65.9]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,58.8 [50.9-66.4]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,59.4 [51.8-66.6]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,60.0 [52.6-67.0]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,60.6 [53.2-67.4]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,61.1 [53.7-67.8]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,61.4 [53.7-68.3]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,61.8 [53.6-68.8]
Benin,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,62.1 [53.2-69.4]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,38.7 [24.7-54.3]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,38.6 [26.0-52.8]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,38.6 [27.1-52.1]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,38.6 [28.1-51.3]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,38.8 [28.8-51.1]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,39.0 [29.3-51.2]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,39.4 [29.3-51.7]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,39.7 [29.5-52.0]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,40.2 [29.6-52.5]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,40.7 [29.6-53.4]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,41.2 [29.6-54.2]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,41.7 [30.0-54.8]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,42.2 [30.3-55.5]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,42.7 [30.4-56.0]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,43.0 [30.6-56.6]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,43.4 [30.6-57.1]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,43.7 [30.5-57.8]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,44.1 [30.4-58.5]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,44.5 [30.3-59.2]
Bhutan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,45.0 [30.5-60.8]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,23.9 [12.8-38.1]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,24.0 [13.8-37.0]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,24.5 [14.9-36.7]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,25.2 [16.2-36.5]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,26.2 [17.6-37.0]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,27.0 [18.8-37.2]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,27.4 [19.6-36.9]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,28.2 [20.5-37.0]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,28.9 [21.3-37.4]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,29.6 [22.0-37.6]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,30.2 [22.8-37.9]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,30.8 [23.4-38.5]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,31.4 [24.2-38.7]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,32.0 [25.0-39.2]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,32.3 [25.5-39.3]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,32.7 [26.1-39.6]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,33.0 [26.5-40.0]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,33.1 [26.6-40.3]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,33.0 [26.5-40.4]
Bolivia (Plurinational State of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,32.9 [26.2-40.8]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,24.3 [10.1-46.6]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,24.0 [10.5-45.6]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,23.8 [10.8-44.6]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,23.8 [11.1-43.9]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,23.7 [11.3-43.6]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,23.7 [11.3-43.2]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,23.7 [11.3-43.2]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,23.7 [11.3-43.3]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,23.8 [11.4-43.5]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,23.8 [11.1-43.6]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,23.9 [11.4-43.4]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,24.0 [11.3-43.7]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,24.1 [11.5-43.6]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,24.2 [11.5-44.3]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,24.3 [11.4-44.5]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,24.4 [11.6-44.8]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,24.4 [11.6-45.1]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,24.6 [11.6-45.7]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,24.8 [11.4-46.3]
Bosnia and Herzegovina,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,25.2 [11.3-47.3]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,32.6 [14.7-56.7]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,32.3 [15.1-55.5]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,32.1 [15.4-54.6]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,31.9 [15.5-54.7]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,31.6 [15.9-53.9]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,31.4 [15.7-54.2]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,31.3 [15.7-54.7]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,31.3 [15.7-54.9]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,31.4 [15.7-55.0]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,31.7 [15.9-55.5]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,32.1 [16.2-56.0]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,32.6 [16.5-56.3]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,33.1 [16.8-56.6]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,33.8 [17.5-57.4]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,34.3 [18.0-58.0]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,34.8 [18.4-58.7]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,35.1 [18.4-58.8]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,35.6 [18.5-59.4]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,36.1 [18.7-60.1]
Botswana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,36.5 [18.7-60.7]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,16.0 [7.1-29.2]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,16.1 [7.4-28.5]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,16.2 [8.0-27.9]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,16.4 [8.4-27.3]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,16.7 [8.8-27.1]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,17.1 [9.3-27.0]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,17.6 [9.8-27.1]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,18.3 [10.2-27.4]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,19.0 [10.8-28.1]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,19.8 [11.3-28.8]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,20.9 [12.1-29.6]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,21.9 [12.8-30.5]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,22.8 [13.4-31.4]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,23.6 [13.8-32.2]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,24.2 [14.3-33.1]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,24.9 [14.4-34.3]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,25.3 [14.7-35.4]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,25.8 [14.8-36.6]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,26.3 [15.0-37.8]
Brazil,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,27.0 [15.1-39.3]
Brunei Darussalam,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,16.5 [7.6-32.5]
Brunei Darussalam,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,15.9 [7.7-30.8]
Brunei Darussalam,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,15.5 [7.7-29.4]
